@保育所,タイトル,施設の類型,利用定員,預入開始_平日,引き取り終了_平日,TEL,所在地,geo:lat,geo:long,公民,設置主体,特別保育の実施状況,受入開始年齢,受入年終了年齢
あかつき田幡保育園,保育所,100,7:30,19:30,325-2216,北区柳原三丁目6-41,35.1894187,136.9305426,民間,社会福祉法人,延長保育+入所予約,6ヶ月,5歳
ウィズブック保育室瑞穂,小規模保育事業Ａ型,19,7:30,18:30,680-7843,瑞穂区豊岡通3丁目49番地,35.1237524,136.9371162,民間,株式会社,none,6ヶ月,2歳
藤里保育園,保育所,100,7:30,19:30,776-0159,名東区藤里町1003,35.1898432,137.0138432,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
家庭保育室もんもの花,小規模保育事業Ａ型,15,7:30,18:30,626-5915,昭和区白金1-2-9,35.1496428,136.9152258,民間,特定非営利活動法人,none,6ヶ月,2歳
小規模保育所なのはな,小規模保育事業Ａ型,10,7:30,18:30,895-5225,天白区福池二丁目363番地,35.1123802,136.976413,民間,社会福祉法人,none,6ヶ月,2歳
くまのまえ保育園,保育所,90,7:15,19:15,877-9022,緑区兵庫一丁目1610,35.100743,136.9605687,民間,社会福祉法人,延長保育+一時保育,産休あけ,5歳
ちびっこランド熱田園,小規模保育事業Ｂ型,15,7:30,18:30,884-0271,熱田区六野一丁目2-11,35.1365888,136.9094017,民間,個人,none,6ヶ月,2歳
光明幼児園,保育所,130,7:15,19:15,761-5753,千種区桐林町1-5,35.1660282,136.9475974,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
アクシアキッズ園,小規模保育事業Ａ型,15,7:30,18:30,661-3135,中川区11番町2-13,35.1442933,136.8024072,民間,一般財団法人,none,6ヶ月,2歳
小幡保育園,保育所,90,7:30,19:30,792-0959,守山区緑ヶ丘902,35.2124782,136.9836297,公立,名古屋市,延長保育,6ヶ月,5歳
ファミリーズ,小規模保育事業Ｂ型,19,7:30,18:30,703-1331,名東区勢子坊一丁目201番地,35.1610774,137.0102171,民間,株式会社,none,6ヶ月,2歳
ぽかぽか保育室若水,小規模保育事業Ｂ型,10,7:30,18:30,739-5336,千種区若水二丁目2,35.1674,136.9433894,民間,株式会社,none,6ヶ月,2歳
如意保育園,保育所,90,7:30,19:30,901-3856,北区三軒町272,35.1887982,136.9060673,公立,名古屋市,延長保育,6ヶ月,5歳
内山保育園,保育所,156,7:30,19:30,711-0995,千種区豊年町15-12,35.1744849,136.9382091,公立,名古屋市,延長保育+一時保育,6ヶ月,5歳
本星崎保育園,保育所,90,7:30,18:00,822-8216,南区星宮町217,35.1066255,136.9063477,公立,名古屋市,none,6ヶ月,5歳
汁谷保育園,保育所,90,7:30,19:30,711-2460,千種区汁谷町39,35.1853455,136.9693202,公立,名古屋市,延長保育,6ヶ月,5歳
しだみ保育園,保育所,100,7:00,19:00,739-0415,守山区大字上志段味字上島669,35.2566686,137.0357198,民間,社会福祉法人,延長保育,6ヶ月,5歳
土古保育園,保育所,90,7:30,18:00,381-8342,港区土古町2-23,35.1119117,136.8221602,公立,名古屋市,none,6ヶ月,5歳
猪子石第二保育園,保育所,90,7:30,19:30,771-0337,名東区文教台一丁目920,35.1828909,137.0001343,公立,名古屋市,延長保育,6ヶ月,5歳
かんがるー保育室,家庭的保育事業,5,7:30,18:30,N/A,緑区鳴海町字上ノ山,35.0956227,136.9538209,民間,個人,none,6ヶ月,2歳
うめさと保育園,保育所,60,7:15,19:15,848-8733,緑区梅里一丁目101番地,35.1076479,136.9906341,民間,社会福祉法人,延長保育,産休あけ,5歳
上名古屋保育園,保育所,100,7:30,19:30,531-6544,西区上名古屋二丁目26-15,35.2295225,136.8589543,公立,名古屋市,延長保育,産休あけ,5歳
東神の倉清凉保育園,保育所,60,7:00,19:00,838-5588,緑区東神の倉三丁目3407,35.1025827,137.0192558,民間,社会福祉法人,延長保育,6ヶ月,5歳
安田保育園,保育所,90,7:30,19:30,763-2135,昭和区安田通2-4-2,35.155882,136.9420426,公立,名古屋市,延長保育,6ヶ月,5歳
もりの風保育園,保育所,124,7:00,19:00,736-5577,守山区大字吉根字太鼓ヶ根3231-29,35.212361,136.9684028,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
牧野池保育園,保育所,120,7:30,19:30,703-2341,名東区牧の里三丁目701,35.1496844,137.0028292,公立,名古屋市,延長保育+子育て支援センター+入所予約,産休あけ,5歳
白山保育園,保育所,220,7:00,19:00,791-3365,守山区小幡中一丁目13-8,35.1980825,136.9624147,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
春華しろつち保育園,保育所,104,7:15,19:15,876-3605,緑区白土1930,35.0794677,136.9842111,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
小規模保育事業所ひだまり,小規模保育事業Ｃ型,14,7:30,18:30,483-3539,中村区高道町三丁目1番25号,35.1510088,136.9060071,民間,特定非営利活動法人,none,6ヶ月,2歳
みゆき山保育園,保育所,47,7:00,19:00,838-6146,天白区元八事四丁目235-1,35.1203866,136.989943,民間,社会福祉法人,延長保育+入所予約,産休あけ,2歳
比良すみれ保育園,保育所,90,7:00,19:00,505-5777,西区比良二丁目175,35.2269229,136.8638733,民間,社会福祉法人,延長保育,産休あけ,5歳
菜の花保育園,保育所,170,7:00,20:00,612-3361,南区三吉町6-17,35.0710908,136.9197852,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約,産休あけ,5歳
新砂田保育園,保育所,120,7:15,19:15,878-0190,緑区砂田二丁目512,35.0596239,136.9707726,民間,社会福祉法人,延長保育,6ヶ月,5歳
鳥羽見保育園,保育所,90,7:30,18:00,791-2279,守山区鳥羽見二丁目15-28,35.2003846,136.950896,公立,名古屋市,none,6ヶ月,5歳
名古屋市ポピンズ保育室志賀公園,小規模保育事業Ｂ型,15,7:30,18:30,991-2104,北区金城町3丁目1番地,35.2015499,136.9177991,民間,株式会社,none,6ヶ月,2歳
けやきの木保育園,保育所,130,7:15,20:15,454-3733,中村区亀島一丁目5-37,35.1769599,136.876512,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約,産休あけ,5歳
もみじ保育園,保育所,90,7:00,19:00,736-6670,守山区笹ヶ根一丁目1003,35.230465,137.0032187,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,産休あけ,5歳
新池保育園,保育所,30,7:00,19:00,782-5455,千種区新池町4-3-3,35.1616432,136.9747483,民間,社会福祉法人,延長保育+休日保育,産休あけ,2歳
かえで保育園,保育所,90,7:15,19:15,891-2600,緑区滝ノ水四丁目1812番地,35.083458,136.9722445,民間,社会福祉法人,延長保育,6ヶ月,5歳
ぱんだ保育室,家庭的保育事業,5,7:30,18:30,N/A,名東区勢子坊二丁目,35.1102641,136.9867511,民間,個人,none,6ヶ月,2歳
北千種保育園,保育所,90,7:30,19:30,722-4185,千種区北千種二丁目1-2,35.1818843,136.9466775,公立,名古屋市,延長保育,6ヶ月,5歳
青山保育園,保育所,105,7:30,19:30,736-1051,守山区青山台628-18,35.2367114,137.0057877,民間,社会福祉法人,延長保育,4ヶ月,5歳
認定こども園花園保育園,保育所型認定こども園,290,7:00,19:00,701-0027,名東区高針二丁目1801,35.1906787,136.9941654,民間,宗教法人,延長保育+一時保育,11ヶ月,5歳
太子保育園,保育所,90,7:30,19:30,623-1713,緑区太子一丁目235,35.0643823,136.9775306,公立,名古屋市,延長保育,6ヶ月,5歳
てんちょうくすのき保育園,保育所,40,7:30,19:30,909-4753,北区西味鋺三丁目813,35.228758,136.925678,民間,社会福祉法人,延長保育,6ヶ月,2歳
ひなた保育園,保育所,30,7:00,19:00,773-5571,守山区四軒家一丁目330,35.2279934,137.0099373,民間,社会福祉法人,延長保育,産休あけ,3歳
キリクこども園,幼保連携型認定こども園,119,7:30,19:30,739-0151,守山区大字上志段味字樹木1663,35.2492418,137.0362673,民間,社会福祉法人,延長保育,産休あけ,5歳
まつぼっくり保育室,家庭的保育事業,5,7:30,18:30,N/A,天白区西入町,35.1152973,137.0031686,民間,個人,none,6ヶ月,2歳
にじの花保育園,保育所,60,7:00,19:00,680-8744,天白区鴻の巣二丁目119,35.1403467,136.9939413,民間,社会福祉法人,延長保育,産休あけ,5歳
どんぐり保育園,保育所,90,7:15,20:15,782-1210,千種区仁座町120,35.1508113,136.96901,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,産休あけ,5歳
しらほ原保育園,保育所,40,7:15,19:15,842-9458,天白区原三丁目1108,35.1317707,136.9890699,民間,社会福祉法人,延長保育,産休明け,3歳
富田第二保育園,保育所,120,7:30,19:30,431-1493,中川区戸田明正三丁目401,35.1233331,136.85993,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
藤が丘保育園,保育所,90,7:30,19:30,773-3650,名東区藤が丘99,35.1842413,137.0187234,公立,名古屋市,延長保育,6ヶ月,5歳
東山保育園,保育所,100,7:30,19:30,781-2515,千種区橋本町3-4,35.1640345,136.9663516,公立,名古屋市,延長保育,6ヶ月,5歳
いるか保育室,家庭的保育事業,5,7:30,18:30,N/A,緑区曽根一丁目,35.0760768,136.9562068,民間,個人,none,6ヶ月,2歳
愛名保育園,保育所,90,7:20,19:20,653-6016,港区七番町5-3,35.112519,136.8939822,民間,個人,延長保育,6ヶ月,5歳
ニチイキッズ高畑保育室,小規模保育事業Ｂ型,15,7:30,18:30,363-5200,中川区高畑一丁目7番地,35.1373503,136.8310521,民間,株式会社,none,6ヶ月,2歳
たきこ幼児園,保育所,90,7:30,19:30,882-0467,昭和区永金町1-1-32,35.1450298,136.9185423,民間,社会福祉法人,延長保育,6ヶ月,5歳
リーゴ鶴舞,小規模保育事業Ａ型,19,7:30,18:30,626-7005,昭和区鶴舞二丁目7番地10,35.1219435,136.916621,民間,一般財団法人,none,6ヶ月,2歳
旭出保育園,保育所,100,7:30,19:30,896-3050,緑区旭出一丁目517,35.0905297,136.975022,公立,名古屋市,延長保育,6ヶ月,5歳
神宮東保育園,保育所,90,7:30,19:30,882-9234,熱田区三本松町23-10,35.1266449,136.8957479,公立,名古屋市,延長保育,6ヶ月,5歳
西味鋺保育園,保育所,100,7:30,19:30,902-2444,北区西味鋺三丁目227,35.2096651,136.9078638,公立,名古屋市,延長保育,6ヶ月,5歳
港保育園,保育所,110,7:30,19:30,661-0549,港区港栄三丁目18-10,35.1575194,136.8130162,公立,名古屋市,延長保育+子育て支援センター+入所予約,産休あけ,5歳
ちばな保育園,保育所,90,7:30,18:30,881-7685,瑞穂区直来町5-5,35.1304097,136.9269558,民間,宗教法人,none,産休あけ,5歳
ALL4KIDSチャイルドケア,小規模保育事業Ａ型,19,7:30,18:30,325-4772,東区新出来１丁目5-4,35.1822918,136.9311956,民間,株式会社,none,6ヶ月,2歳
軍水保育園,保育所,100,7:30,19:30,833-8733,瑞穂区軍水町1-54-2,35.1146038,136.9454352,公立,名古屋市,延長保育+子育て支援センター,産休あけ,5歳
シャーローム保育園,保育所,113,7:15,19:15,803-0200,天白区土原二丁目209,35.1144885,136.9853788,民間,社会福祉法人,入所予約+延長保育,産休あけ,5歳
まんぼう保育園,保育所,35,7:00,19:00,501-9666,西区貴生町164-1,35.2234568,136.8740057,民間,社会福祉法人,延長保育,産休あけ,3歳
保育室こぶた,家庭的保育事業,5,7:30,18:30,N/A,守山区幸心一丁目,35.0949843,136.963884,民間,個人,none,6ヶ月,2歳
松が根保育園,保育所,100,7:30,19:30,891-5461,緑区松が根台221,35.1029706,136.9898454,公立,名古屋市,延長保育,6ヶ月,5歳
中島保育園,保育所,100,7:30,19:30,362-8207,中川区中島新町2-1301,35.1281378,136.8501837,公立,名古屋市,延長保育+子育て支援センター+休日保育,産休あけ,5歳
富士見の森こども園,幼保連携型認定こども園,60,7:15,19:15,712-3737,千種区富士見台1-22,35.1827625,136.9672621,民間,社会福祉法人,延長保育,産休あけ,5歳
YMCAこひつじ保育室,小規模保育事業Ａ型,19,7:30,18:30,757-5530,千種区春岡1丁目2番7号,35.1767489,136.9462138,民間,学校法人,none,6ヶ月,2歳
保育室うさぎ,家庭的保育事業,3,8:00,18:00,N/A,緑区大清水二丁目,35.0962684,136.983374,民間,個人,none,6ヶ月,2歳
スクルドエンジェル保育室さきょうやま園,小規模保育事業Ｂ型,15,7:30,18:30,626-5829,緑区六田2丁目75番地,35.0778354,136.9607176,民間,株式会社,none,6ヶ月,2歳
スクルドエンジェル保育室しろとり園,小規模保育事業Ｂ型,18,7:30,18:30,682-6868,熱田区白鳥町201-2,35.1235479,136.9029702,民間,株式会社,none,6ヶ月,2歳
若葉保育園,保育所,128,7:00,19:00,841-5975,瑞穂区甲山町1-32,35.1228193,136.9386356,民間,宗教法人,延長保育,6ヶ月,5歳
みかづき保育園,保育所,210,7:00,19:00,303-1001,中川区一色新町三丁目707,35.1365171,136.8411731,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
北保育園,保育所,100,7:30,19:30,981-3856,北区鳩岡町1-1,35.2042299,136.9127357,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
あかつき保育園,保育所,169,7:00,19:30,531-0928,西区上名古屋四丁目13-32,35.1995295,136.8958684,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約+休日保育,産休あけ,5歳
栄保育園,保育所,60,8:00,18:00,971-3473,中区新栄町2-4,35.1653465,136.9245133,民間,財団法人,none,8ヶ月,5歳
豊田保育園,保育所,90,7:30,19:30,691-5590,南区忠次一丁目3-26,35.1020177,136.9172438,公立,名古屋市,延長保育,6ヶ月,5歳
リーゴ平安通,小規模保育事業Ａ型,15,7:30,18:30,919-0227,北区平安一丁目9番22号,35.2051167,136.9323476,民間,一般財団法人,none,6ヶ月,2歳
南山ルンビニー園,幼保連携型認定こども園,130,7:00,19:00,832-6305,昭和区南山町5,35.1400207,136.9550697,民間,社会福祉法人,延長保育+入所予約+休日保育,産休あけ,5歳
詩織保育園,保育所,66,7:30,19:30,938-3253,西区西原町88,35.2181688,136.8862352,民間,社会福祉法人,延長保育,産休あけ,5歳
めぐみ保育園,幼保連携型認定こども園,144,7:00,19:00,622-4520,緑区有松町大字桶狭間字愛宕西23-73,35.0606096,136.9660285,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,産休あけ,5歳
光が丘保育園,保育所,143,7:30,18:30,623-2755,緑区相原郷二丁目903,35.0792329,136.9658367,民間,社会福祉法人,休日保育,6ヶ月,5歳
はとぽっぽ保育園,保育所,40,7:00,19:00,462-1723,中川区服部四丁目902,35.1517925,136.8140221,民間,社会福祉法人,延長保育,産休あけ,3歳
平田保育園,保育所,150,7:00,19:00,501-8820,西区平出町87,35.1884418,136.8855334,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約,産休あけ,5歳
わけっこ,家庭的保育事業,5,7:30,18:30,N/A,北区柳原三丁目,35.1905814,136.9093642,民間,個人,none,6ヶ月,2歳
小規模保育事業保育ルームルナⅡ丸の内,小規模保育事業Ｂ型,15,7:30,18:30,202-0035,中区丸の内二丁目15-5,35.1684152,136.9190471,民間,社会福祉法人,none,6ヶ月,2歳
のりくら保育園,保育所,100,7:30,19:30,876-1640,緑区乗鞍一丁目1812,35.0858629,136.9660144,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
保育室あいあい,家庭的保育事業,5,7:30,18:30,N/A,守山区瀬古東三丁目,35.2104938,136.9387968,民間,個人,none,6ヶ月,2歳
アインみどり保育室,小規模保育事業Ｂ型,15,7:30,18:30,879-3961,緑区篠の風2丁目198,35.095982,136.9759357,民間,株式会社,none,6ヶ月,2歳
小規模保育事業保育ルームルナⅤ高岳,小規模保育事業Ｂ型,15,7:30,18:30,935-0061,東区代官町34番20号,35.1746534,136.9200524,民間,社会福祉法人,none,6ヶ月,2歳
エンゼルキッズ名塚,保育所,40,7:00,19:00,325-6900,西区名塚町四丁目49-1,35.1864682,136.8855783,民間,学校法人,延長保育,6ヶ月,3歳
やまさと保育園,保育所,120,7:15,19:15,833-7318,昭和区山里町85-1,35.1420788,136.9582138,民間,社会福祉法人,延長保育,産休あけ,5歳
大法寺愛児園,保育所,90,7:30,18:30,881-0151,瑞穂区雁道町2-17,35.1286182,136.9274114,民間,宗教法人,none,6ヶ月,5歳
惟信保育園,保育所,150,7:30,18:30,382-2523,港区惟信町2-28,35.1062519,136.8450023,民間,社会福祉法人,延長保育,6ヶ月,5歳
瑞雲保育園,保育所,114,7:00,20:00,881-0648,昭和区御器所三丁目1-29,35.1491739,136.9242416,民間,宗教法人,延長保育,6ヶ月,5歳
小規模保育事業所こびとのおうち,小規模保育事業Ａ型,19,7:30,18:30,364-8396,中川区高畑3-140,35.1380441,136.8533113,民間,特定非営利活動法人,none,6ヶ月,2歳
ききょう保育園,保育所,100,7:00,19:00,737-0415,守山区大字下志段味字北荒田2344-2,35.2421859,137.0134838,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
多加良浦保育園,保育所,400,7:00,19:00,381-5718,港区多加良浦町5-3,35.1122329,136.8919935,民間,社会福祉法人,延長保育,6ヶ月,5歳
鳩岡保育園,保育所,100,7:30,19:30,913-0015,北区鳩岡二丁目18-7,35.208535,136.9128939,公立,名古屋市,延長保育,6ヶ月,5歳
衆善会保育園,保育所,100,7:00,19:00,264-4872,中区新栄三丁目33-11,35.169962,136.9117421,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
黎明保育園,幼保連携型認定こども園,216,7:00,19:00,811-7052,瑞穂区河岸町3-36,35.1157028,136.9269452,民間,社会福祉法人,延長保育,5ヶ月,5歳
ぽかぽか保育室明徳,小規模保育事業Ｂ型,15,7:30,18:30,398-5107,港区小碓4丁目480,35.1194364,136.8564195,民間,株式会社,none,6ヶ月,2歳
平針保育園,保育所,180,7:00,18:15,803-5519,天白区平針四丁目1711,35.1204246,137.0060321,民間,社会福祉法人,none,1歳6ヶ月,5歳
あけぼの保育園,保育所,115,7:15,19:15,531-3858,西区天塚町1-28,35.1965461,136.8865055,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
ぽかぽか保育室戸田,小規模保育事業Ｂ型,10,7:30,18:30,432-0006,中川区戸田明正三丁目401,35.1504567,136.822188,民間,株式会社,none,6ヶ月,2歳
九番保育園,保育所,65,7:30,18:00,653-6061,港区九番町1-1-1,35.0869961,136.8493913,公立,名古屋市,none,6ヶ月,5歳
オリーブの樹保育園,保育所,40,7:30,19:30,621-6622,緑区大高町高根山1-25,35.0462659,136.946616,民間,社会福祉法人,延長保育,産休あけ,3歳
比良西保育園,保育所,100,7:30,19:30,502-7076,西区清里町126,35.1943358,136.8952879,公立,名古屋市,延長保育,6ヶ月,5歳
栄夜間保育園,保育所,30,13:00,1:00,953-3514,中区新栄町2-4,35.169962,136.9117421,民間,財団法人,延長保育+夜間保育,8ヶ月,5歳
いぶき保育園,保育所,66,7:00,19:00,789-0551,天白区植田山三丁目1007,35.1473289,136.9906943,民間,社会福祉法人,延長保育+一時保育,産休あけ,5歳
みどり保育園,保育所,110,7:00,19:00,878-3163,緑区徳重五丁目412,35.0890003,136.9967783,民間,社会福祉法人,延長保育,3ヶ月,5歳
リーゴ岩塚,小規模保育事業Ａ型,15,7:30,18:30,414-5375,中村区烏森町5丁目38,35.1561064,136.8560174,民間,一般財団法人,none,6ヶ月,2歳
中川保育園,保育所,195,7:00,19:00,361-0824,中川区荒江町13-3,35.1415035,136.8857121,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
鳴子保育園,保育所,100,7:30,19:30,892-5010,緑区長根町92,35.2055586,136.945713,公立,名古屋市,延長保育+子育て支援センター,産休あけ,5歳
